4,1,1
1,2,2
1,3,3
2,4,4
1,5,5
1,6,6
1,7,7
3,8,8
1,9,9
2,10,10
1,11,11
1,12,12
1,13,13
3,14,14
1,15,15
1,16,16
1,17,17
1,18,18
2,19,19
3,20,20
2,21,21
2,22,22
3,23,23
1,24,24
1,25,25
3,26,26
2,27,27
2,28,28
3,29,29
1,30,30
2,31,31
4,32,32
3,33,33
1,34,34
1,35,35
4,36,36
3,37,37
1,38,38
2,39,39
1,40,40
1,41,41
2,42,42
2,43,43
3,44,44
3,45,45
2,46,46
1,47,47
1,48,48
1,49,49
1,50,50
1,51,51
2,52,52
1,53,53
1,54,54
1,55,55
4,56,56
2,57,57
1,58,58
3,59,59
1,60,60
1,61,61
1,62,62
4,63,63
3,64,64
2,65,65
1,66,66
2,67,67
3,68,68
3,69,69
3,70,70
2,71,71
3,72,72
2,73,73
1,74,74
1,75,75
1,76,76
3,77,77
1,78,78
1,79,79
1,80,80
2,81,81
1,82,82
1,83,83
2,84,84
1,85,85
1,86,86
3,87,87
3,88,88
1,89,89
1,90,90
2,91,91
1,92,92
1,93,93
1,94,94
2,95,95
2,96,96
4,97,97
1,98,98
1,99,99
1,100,100
1,101,101
3,102,102
3,103,103
3,104,104
2,105,105
1,106,106
2,107,107
1,108,108
3,109,109
1,110,110
1,111,111
2,112,112
4,113,113
2,114,114
1,115,115
1,116,116
3,117,117
3,118,118
1,119,119
2,120,120
1,121,121
1,122,122
4,123,123
1,124,124
2,125,125
1,126,126
2,127,127
1,128,128
3,129,129
1,130,130
3,131,131
2,132,132
2,133,133
1,134,134
1,135,135
3,136,136
1,137,137
3,138,138
1,139,139
3,140,140
2,141,141
2,142,142
1,143,143
1,144,144
3,145,145
1,146,146
1,147,147
3,148,148
1,149,149
4,150,150
2,151,151
1,152,152
1,153,153
2,154,154
1,155,155
1,156,156
1,157,157
4,158,158
2,159,159
1,160,160
1,161,161
3,162,162
1,163,163
1,164,164
1,165,165
2,166,166
4,167,167
3,168,168
1,169,169
1,170,170
2,171,171
1,172,172
2,173,173
4,174,174
2,175,175
3,176,176
2,177,177
1,178,178
1,179,179
3,180,180
1,181,181
1,182,182
4,183,183
3,184,184
2,185,185
1,186,186
2,187,187
2,188,188
1,189,189
1,190,190
3,191,191
1,192,192
3,193,193
1,194,194
1,195,195
1,196,196
3,197,197
1,198,198
4,199,199
4,200,200
2,201,201
2,202,202
3,203,203
2,204,204
2,205,205
3,206,206
2,207,207
2,208,208
2,209,209
2,210,210
2,211,211
2,212,212
2,213,213
2,214,214
2,215,215
3,216,216
3,217,217
3,218,218
2,219,219
3,220,220
3,221,221
3,222,222
3,223,223
1,224,224
3,225,225
3,226,226
2,227,227
3,228,228
3,229,229
5,230,230
5,231,231
5,232,232
5,233,233
5,234,234
1,235,235
1,236,236
1,237,237
3,238,238
1,239,239
1,240,240
2,241,241
3,242,242
3,243,243
1,244,244
1,245,245
1,246,246
2,247,247
2,248,248
2,249,249
1,250,250
1,251,251
3,252,252
2,253,253
1,254,254
2,255,255
3,256,256
2,257,257
3,258,258
2,259,259
1,260,260
2,261,261
2,262,262
1,263,263
1,264,264
3,265,265
1,266,266
3,267,267
1,268,268
1,269,269
3,270,270
2,271,271
1,272,272
1,273,273
3,274,274
1,275,275
1,276,276
1,277,277
1,278,278
1,279,279
1,280,280
3,281,281
2,282,282
3,283,283
3,284,284
2,285,285
1,286,286
3,287,287
2,288,288
3,289,289
3,290,290
1,291,291
2,292,292
3,293,293
1,294,294
3,295,295
2,296,296
3,297,297
1,298,298
3,299,299
1,300,300
2,301,301
2,302,302
3,303,303
3,304,304
1,305,305
3,306,306
2,307,307
2,308,308
2,309,309
2,310,310
2,311,311
3,312,312
1,313,313
3,314,314
1,315,315
3,316,316
3,317,317
1,318,318
3,319,319
3,320,320
1,321,321
2,322,322
2,323,323
2,324,324
1,325,325
1,326,326
3,327,327
3,328,328
3,329,329
1,330,330
2,331,331
2,332,332
2,333,333
2,334,334
3,335,335
2,336,336
2,337,337
1,338,338
3,339,339
3,340,340
1,341,341
1,342,342
1,343,343
1,344,344
2,345,345
2,346,346
3,347,347
1,348,348
3,349,349
1,350,350
2,351,351
1,352,352
2,353,353
2,354,354
2,355,355
3,356,356
1,357,357
3,358,358
1,359,359
3,360,360
3,361,361
3,362,362
3,363,363
1,364,364
2,365,365
2,366,366
1,367,367
3,368,368
1,369,369
1,370,370
2,371,371
3,372,372
1,373,373
2,374,374
1,375,375
3,376,376
1,377,377
2,378,378
3,379,379
2,380,380
4,381,381
2,382,382
3,383,383
1,384,384
1,385,385
1,386,386
1,387,387
2,388,388
3,389,389
1,390,390
2,391,391
4,392,392
3,393,393
1,394,394
3,395,395
1,396,396
1,397,397
1,398,398
3,399,399
1,400,400
3,401,401
1,402,402
1,403,403
3,404,404
1,405,405
2,406,406
1,407,407
2,408,408
1,409,409
1,410,410
1,411,411
4,412,412
2,413,413
1,414,414
2,415,415
1,416,416
1,417,417
2,418,418
2,419,419
1,420,420
1,421,421
1,422,422
3,423,423
2,424,424
1,425,425
1,426,426
4,427,427
1,428,428
3,429,429
1,430,430
2,431,431
3,432,432
1,433,433
2,434,434
1,435,435
1,436,436
2,437,437
3,438,438
1,439,439
2,440,440
3,441,441
1,442,442
1,443,443
4,444,444
2,445,445
3,446,446
1,447,447
4,448,448
1,449,449
1,450,450
3,451,451
3,452,452
1,453,453
2,454,454
2,455,455
1,456,456
2,457,457
1,458,458
1,459,459
1,460,460
1,461,461
4,462,462
1,463,463
1,464,464
3,465,465
2,466,466
2,467,467
3,468,468
3,469,469
2,470,470
2,471,471
4,472,472
1,473,473
3,474,474
3,475,475
1,476,476
2,477,477
3,478,478
1,479,479
1,480,480
2,481,481
1,482,482
1,483,483
1,484,484
1,485,485
3,486,486
2,487,487
2,488,488
2,489,489
1,490,490
2,491,491
1,492,492
3,493,493
1,494,494
4,495,495
2,496,496
3,497,497
1,498,498
2,499,499
1,500,500
1,501,501
1,502,502
1,503,503
3,504,504
1,505,505
4,506,506
1,507,507
1,508,508
3,509,509
1,510,510
3,511,511
1,512,512
1,513,513
2,514,514
2,515,515
2,516,516
1,517,517
3,518,518
3,519,519
1,520,520
2,521,521
3,522,522
1,523,523
2,524,524
2,525,525
3,526,526
3,527,527
1,528,528
3,529,529
1,530,530
1,531,531
1,532,532
2,533,533
2,534,534
1,535,535
2,536,536
1,537,537
2,538,538
4,539,539
1,540,540
1,541,541
3,542,542
1,543,543
1,544,544
3,545,545
1,546,546
2,547,547
1,548,548
3,549,549
2,550,550
2,551,551
2,552,552
2,553,553
2,554,554
3,555,555
2,556,556
2,557,557
2,558,558
1,559,559
3,560,560
3,561,561
2,562,562
2,563,563
3,564,564
3,565,565
2,566,566
2,567,567
3,568,568
3,569,569
2,570,570
2,571,571
